id,split,MSA,EGY,EGY Translation
7550,corpus-6-test-corpus-26-train,نستطيع أن نرتب لتنظيف غرفاتكم .,ممكن نرتب علشان ننضف اوضك .,نستطيع أن نرتب لتنظيف غرفاتكم.
7574,corpus-6-test-corpus-26-train,خاص من فضلك .,مخصوص، من فضلك .,خاص من فضلك.
7583,corpus-6-test-corpus-26-train,كم تكلفة الذهاب إلى فندق سي ؟,كلم حأدفع عشان اوصل لفندق سي ؟,كم تكلفة الذهاب إلى فندق سي ؟
7612,corpus-6-test-corpus-26-test,هل أستطيع الحصول على تذكرة متعددة الاستخدام ؟,ممكن تذكرو متعدده؟,هل أستطيع الحصول على تذكرة متعددة الاستخدام ؟
7622,corpus-6-test-corpus-26-train,"أود حجز مائدة لفردين في الساعة السابعة , من فضلك .",عايز ا حجز ترابيزه لنفرين عالساعة سبعة، إذا سمحت .,"أود حجز مائدة لفردين في الساعة السابعة, من"
7626,corpus-6-test-corpus-26-train,أريد بعض الكريم الليلي .,عايزه كريم بشرة مسائي.,أريد بعض الكريم الليلي.
7627,corpus-6-test-corpus-26-train,هل لك أن تغلف هذه كالهدية ؟,ممكن تلفهالي لفه هديه؟,هل لك أن تغلف هذه كالهدية ؟
7636,corpus-6-test-corpus-26-train,إنها الثالثة والربع .,الساعة تلاته و ربع .,إنها الثالثة والربع.
7650,corpus-6-test-corpus-26-train,سأخطط لإرسال فواتير حاجياتي اليومية ، لذا من فضلك أخبرني العنوان و اسم الشخص المسئول من فضلك .,بأخطط ادفع فواتير احتياجاتي اليومية، فمن فضلك قولي عنوان و اسم الشخص المسئول .,سأخطط لإرسال فواتير حاجياتي اليومية ، لذا من
7656,corpus-6-test-corpus-26-test,إنه من الصعب لنا أن نتحدث الإنجليزية بطلاقة .,صعب علينا نتكلم انجليزي برابانت .,إنه من الصعب لنا أن نتحدث الإنجليزية بطلاقة.
7662,corpus-6-test-corpus-26-train,هل لديك نفس هذا التصميم بكعب أعلى ؟,عندك من دول نفس الشكل مع كعب أعلى؟,هل لديك نفس هذا التصميم بكعب أعلى ؟
7663,corpus-6-test-corpus-26-train,أريد جاكيت لطفل في العاشرة من العمر .,عايز بلوفر لولد عنده عشر سنين .,أريد جاكيت لطفل في العاشرة من العمر.
7671,corpus-6-test-corpus-26-train,"خذني إلى طريق أباي , من فضلك .",خدني لشارع ابيي، بعد إذنك .,"خذني إلى طريق أباي, من فضلك."
7684,corpus-6-test-corpus-26-dev,شكراً . مرحباً ، شكراً لانتظارك .,اشكرك . اهلا، اشكرك عالانتظار .,شكراً. مرحباً ، شكراً لانتظارك.
7693,corpus-6-test-corpus-26-train,أنا متأكد أن لدى حجز .,انا متأكد ان عندي حجز .,أنا متأكد أن لدى حجز.
7708,corpus-6-test-corpus-26-train,سأرسلها لك ، لذا من فضلك انتظر هنا .,انا حأبعتهالك، فاستناني هنا .,سأرسلها لك ، لذا من فضلك انتظر هنا.
7712,corpus-6-test-corpus-26-dev,نحن هنا لمدة يوم .,انت هنا لمده يوم .,نحن هنا لمدة يوم.
7721,corpus-6-test-corpus-26-train,أشعر بصداع خفيف .,عندي صداع خفيف .,أشعر بصداع خفيف.
7736,corpus-6-test-corpus-26-train,لقد استمتعت بالوجبة كثيراً جداً .,انا انبسطت بالاكل كتير جدا .,لقد استمتعت بالوجبة كثيراً جداً.
7756,corpus-6-test-corpus-26-train,لا ، من فضلك اجلس وانتظر . سأعود بعد قليل .,لأ، من فضلك أقعد و استنى . انا حأرجعلك حالا .,لا ، من فضلك اجلس وانتظر. سأعود بعد قليل 
7761,corpus-6-test-corpus-26-test,هل لي أن أرى السيارة ؟,ممكن اشوف العربية؟,هل لي أن أرى السيارة ؟
7767,corpus-6-test-corpus-26-train,"هل لك أن ترسم لي خريطة , من فضلك ؟",ممكن ترسملي خريطة، إذا سمحت؟,"هل لك أن ترسم لي خريطة, من فضلك ؟"
7789,corpus-6-test-corpus-26-test,حسناً ، يا سيدي . من فضلك ابق في غرفتك إلى أن يحضر الطبيب .,حاضر، حضرتك . استنى في أوضتك لحد مال دكتور ييجي.,حسناً ، يا سيدي. من فضلك ابق في 
7811,corpus-6-test-corpus-26-train,لقد سرقت في شاطئ وايمانالو . من فضلك تعالى فوراً .,انا اتهاجمت و اتسرقت في شاطئ ويمانالو، من فضلك تعالى حالا .,لقد سرقت في شاطئ وايمانالو. من فضلك تعالى
7812,corpus-6-test-corpus-26-train,ماذا عن مائة دولار ؟,ايه رأيك في ميه دولار؟,ماذا عن مائة دولار ؟
7814,corpus-6-test-corpus-26-train,أريد هذا معبئاً .,عايزه متقفل .,أريد هذا معبئاً.
7831,corpus-6-test-corpus-26-train,أريد أن أقدم طلباً للحصول على إصدار جديد .,عايز تطلعولي بطاقة جديدة .,أريد أن أقدم طلباً للحصول على إصدار جديد.
7834,corpus-6-test-corpus-26-train,لقد دعمت الحكومة تنمية الصناعات .,الحكومة بتساند تطوير الصناعات .,لقد دعمت الحكومة تنمية الصناعات.
7838,corpus-6-test-corpus-26-train,أعتقد أن عمره أكثر من خمسين سنة .,سنه اكبر من خمسين سنه، متهيألي .,أعتقد أن عمره أكثر من خمسين سنة.
7858,corpus-6-test-corpus-26-dev,ما هو الحد الأدنى للعمر لفعل ذلك ؟,ايه اقل سن ممكن يعمل ديه؟,ما هو الحد الأدنى للعمر لفعل ذلك ؟
7860,corpus-6-test-corpus-26-train,هل لديك أيّ خرائط بسيطة للمدينة ؟,عندكم اى خرايط بسيطة للمدينة؟,هل لديك أيّ خرائط بسيطة للمدينة ؟
7867,corpus-6-test-corpus-26-test,إذا كان بالإمكان ، لم أكن لأخلع السنّة .,لو ينفع، انا بأفضل ان السن ما يتخلعش .,إذا كان بالإمكان ، لم أكن لأخلع السنّة.
7871,corpus-6-test-corpus-26-dev,إنّ الإحصاء كرة واحدة وضربتين .,الاسكور دلوقتي كورة برة . و اتنين سترايك .,إنّ الإحصاء كرة واحدة وضربتين.
7883,corpus-6-test-corpus-26-train,متى سيصل القطار إلى سان دييجو ، من فضلك ؟,امتى حيوصل القطر لسان دييجو، من فضلك؟,متى سيصل القطار إلى سان دييجو ، من فضلك 
7913,corpus-6-test-corpus-26-train,آوه إلقاء نظرة على صندوقك .,عايز القى نظرة عالصندوق بتاعك .,آوه إلقاء نظرة على صندوقك.
7925,corpus-6-test-corpus-26-train,أريد بعض الشامبو .,عايز شامبو .,أريد بعض الشامبو.
7947,corpus-6-test-corpus-26-train,أنا أقيم في فندق هيلتون .,انا قاعد في فندق هيلتون .,أنا أقيم في فندق هيلتون.
7948,corpus-6-test-corpus-26-train,أشعر بحالة سيئة وغثيان .,حاسس اني مش كويس و حأرجع .,أشعر بحالة سيئة وغثيان.
7957,corpus-6-test-corpus-26-train,لكنّي لدى موعد لرؤيتها في السّاعة الثّانية .,بس انا عندي ميعاد اني اشوفها عالساعة اتنين .,لكنّي لدى موعد لرؤيتها في السّاعة الثّانية 
7972,corpus-6-test-corpus-26-train,هل تذهب هذه السيارة إلى إدنبرة ؟,هى العربية ديه رايحة ايدينبره؟,هل تذهب هذه السيارة إلى إدنبرة ؟
7976,corpus-6-test-corpus-26-train,نعم ، رجاءً املأ هذه الاستمارة .,ايوه، من فضلك املى النموذج ده .,نعم ، رجاءً املأ هذه الاستمارة.
7983,corpus-6-test-corpus-26-train,ما هو مقدار الرسوم للوزن الزائد ؟,بتدفع كام للوزن الزيادة؟,ما هو مقدار الرسوم للوزن الزائد ؟
7991,corpus-6-test-corpus-26-dev,اسمي كيمورا . أريد إلغاء حجزي الخاص بيوم الجمعة .,اسمي كيمورا . عاوزه الغي حجزي بتاع يوم الجمعة .,اسمي كيمورا. أريد إلغاء حجزي الخاص بيوم 
7996,corpus-6-test-corpus-26-test,أوه ، آسف . كانت هناك مشاكل ونحن نقوم بحلها ، هل تتفضل بالانتظار لمدة ثلاثين دقيقة ؟,اوف، انا اسف . كان فيه مشاكل و احنا بنصلحها . ممكن تستنى نص ساعة؟,أوه ، آسف. كانت هناك مشاكل ونحن 
8039,corpus-6-test-corpus-26-train,في أي وقت يمكنني مغادرة الفندق ؟,امتى مفروض اعمل تشيك آوت؟,في أي وقت يمكنني مغادرة الفندق ؟
8050,corpus-6-test-corpus-26-train,فهمت الأمر .,فهمت .,فهمت الأمر.
8058,corpus-6-test-corpus-26-train,سوف أطلب شخصاً ما .,حانادى حد .,سوف أطلب شخصاً ما.
8067,corpus-6-test-corpus-26-test,هل تريد تسوية الفاتورة الآن ؟,عايز تقفل الحساب دلوقتي؟,هل تريد تسوية الفاتورة الآن ؟
8068,corpus-6-test-corpus-26-train,السيارة جاءت لي من الجانب عند التقاطع .,العربية جت عليا من الحنب عند التقاطع .,السيارة جاءت لي من الجانب عند التقاطع.
8094,corpus-6-test-corpus-26-train,إنه صندوق موسيقى .,ده صندوق موسيقى .,إنه صندوق موسيقى.
8095,corpus-6-test-corpus-26-train,أين الضاحية ؟,فين الضاحية؟,أين الضاحية ؟
8098,corpus-6-test-corpus-26-train,هل هناك جولة بالحافلة تجوب المدينة ؟,فيه جولة سياحية بالاتوبيس للبلد؟,هل هناك جولة بالحافلة تجوب المدينة ؟
8108,corpus-6-test-corpus-26-train,في أي وقت نبدأ ؟,كانت الساعة كام لما ابتدينا؟,في أي وقت نبدأ ؟
8114,corpus-6-test-corpus-26-train,"حسنا ، يا سيدي . في الحجم المتوسط نعرض عليك فرو السمور من نوع "" ميركوري "" ، فهل ذلك يوافقك ؟",تمام، حضرتك . عالحجم الوسط ممكن نقدملك عربية فورد ميركيوري سابل . كده كويس؟,حسنا ، يا سيدي. في الحجم المتوسط نعرض علي
8116,corpus-6-test-corpus-26-train,لقد تسببتّ في كَدْمة بالعَضَلة .,عندك كدمات في العضلات .,لقد تسببتّ في كَدْمة بالعَضَلة.
8141,corpus-6-test-corpus-26-train,ولكن عليك أن تعدني بركل الكرة ، وليس أنا . موافق ؟,بس عليك توعدني انك انت اللي تضرب الكرة، مش انا . اتفقنا؟,ولكن عليك أن تعدني بركل الكرة ، وليس أنا.
8143,corpus-6-test-corpus-26-train,إلى أي مسافة يبعد أكثر ؟,بقى اد ايه؟,إلى أي مسافة يبعد أكثر ؟
8149,corpus-6-test-corpus-26-train,هل لي في استعارة بعض البياضات ؟,ممكن استلف كتان؟,هل لي في استعارة بعض البياضات ؟
8156,corpus-6-test-corpus-26-train,من أي نوع من الجلد الصناعي صُنعت حقيبة السفر هذه ؟,اى نوع من الجلود الشنطة ديه معموله منه؟,من أي نوع من الجلد الصناعي صُنعت حقيبة السفر ه
8161,corpus-6-test-corpus-26-train,لا أعتقد أن هذه السكينة نظيفة . أيمكنك أن تُحضر لي واحدة أخرى ؟,ماأظنش ان السكينه جيه نضيفة . ممكن تديني واحده تانيه؟,لا أعتقد أن هذه السكينة نظيفة. أيمكنك أن تُ
8164,corpus-6-test-corpus-26-train,لقد اشتريت هذه من لحظة ، ولكن هلاً بدلت هذه بتلك ؟,انا اشتريت ده لسه من دقيقة، بس ممكن تغيرهالي بده؟,لقد اشتريت هذه من لحظة ، ولكن هلاً بدلت
